"","JM1710_Coe_Spring_Run","JM1711_Paradise_Park_Spring","JM1716_Bell_Spring","JM1717_Buzzard_Fountain","JM1719_Palmer_B","JM1722_James_Spring","JM1724_Lolo_Spring","JM1726_Choss_Seep","JM1727_Zigzag_Spring","JM1728_Coe_Spring_B","JM1766_James_Spring","JM1767_Sandy_Creek_Trib.","JM1776_Buzzard_Fountain","JM1778_Paradise_Park_Spring","JM1785_Choss_Seep"
"Otu09410",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09413",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otu09414",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Otu09417",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu09418",0,0,3,0,0,1,0,0,0,0,2,0,0,0,0
"Otu09421",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Otu09422",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu09424",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu09428",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu09429",2,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"Otu09431",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"Otu09432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu09434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09435",0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
"Otu09437",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09438",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09440",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09441",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu09442",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09443",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09445",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09451",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu09452",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"Otu09454",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09458",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"Otu09459",0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
"Otu09460",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"Otu09461",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09468",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Otu09471",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09476",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09477",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09483",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09485",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09489",2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"Otu09491",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Otu09493",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09494",2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"Otu09495",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09497",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09499",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Otu09504",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09507",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"Otu09508",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu09509",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu09513",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09514",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09520",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09524",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu09530",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu09531",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09536",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09537",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu09539",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09540",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09541",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09543",1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"Otu09547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09549",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09555",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09557",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Otu09558",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09563",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"Otu09568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09574",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09577",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09579",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09582",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09585",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu09587",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Otu09589",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09590",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Otu09597",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"Otu09601",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09602",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu09607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09610",0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"Otu09611",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu09612",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu09617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu09626",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09628",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09629",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Otu09630",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu09631",0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09633",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09634",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09639",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09641",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09644",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09646",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09648",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Otu09650",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu09653",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09654",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
"Otu09655",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09657",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09660",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09669",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09671",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"Otu09673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu09691",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09695",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Otu09701",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu09705",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09710",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu09716",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09718",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09724",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09729",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu09731",1,0,1,0,0,1,0,0,0,2,0,0,0,0,0
"Otu09732",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09733",0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09736",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu09737",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09741",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09742",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09743",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09749",2,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"Otu09760",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Otu09762",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09763",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09764",0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
"Otu09765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09768",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09775",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu09776",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Otu09779",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"Otu09782",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"Otu09784",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09788",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Otu09790",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09792",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09808",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu09809",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
"Otu09810",0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"Otu09811",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Otu09812",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Otu09817",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu09818",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09819",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"Otu09821",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09823",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09824",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09826",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09828",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Otu09830",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09832",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu09841",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Otu09842",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09844",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09850",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09851",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09852",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09855",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Otu09857",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Otu09859",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09861",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu09862",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09864",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09867",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09868",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Otu09871",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09872",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09875",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09878",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Otu09879",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu09881",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09884",4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09885",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Otu09894",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09900",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"Otu09901",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"Otu09905",0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"Otu09906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09909",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Otu09910",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"Otu09919",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu09924",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu09926",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu09927",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09933",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Otu09934",0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu09937",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu09938",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09943",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu09944",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09952",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu09954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09956",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu09957",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"Otu09959",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09964",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Otu09970",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09973",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Otu09974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09976",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu09977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09979",0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
"Otu09986",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Otu09987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09988",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09991",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09992",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu09993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Otu09995",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu09997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu09998",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Otu09999",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu10000",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10003",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu10004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10008",0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10010",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10012",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu10016",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10020",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"Otu10021",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10022",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu10023",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10024",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10026",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10033",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10035",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10036",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu10037",2,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10041",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10045",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu10046",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10048",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu10051",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu10052",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10053",0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
"Otu10054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10063",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10064",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10065",0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
"Otu10067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10074",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu10076",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10082",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10085",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"Otu10088",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu10090",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"Otu10091",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10092",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu10093",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10094",0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
"Otu10095",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu10102",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10105",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10108",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Otu10109",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu10114",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10116",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10124",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu10127",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"Otu10129",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"Otu10130",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Otu10131",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10132",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10133",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10134",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10136",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"Otu10137",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10139",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10141",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10143",0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"Otu10144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10145",0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"Otu10146",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10147",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10153",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"Otu10155",0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
"Otu10157",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"Otu10159",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10160",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu10162",0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10167",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Otu10173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10179",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10180",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10182",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10183",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"Otu10187",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Otu10192",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu10195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10205",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"Otu10207",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10209",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10211",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Otu10214",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10217",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10218",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10219",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10222",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10227",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10230",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10239",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10253",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10258",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu10260",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10263",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10264",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10276",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu10279",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Otu10282",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10296",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu10297",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10301",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"Otu10303",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Otu10307",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10312",1,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10314",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10316",0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10320",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu10324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10333",0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"Otu10339",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu10340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10342",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu10346",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10347",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10349",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10350",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10351",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10356",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10361",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10364",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10369",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"Otu10371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10376",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10383",0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
"Otu10389",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"Otu10391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu10395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10396",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10398",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10401",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10406",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
