"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu09164",0,0,0,0,0,0,0,0,0,0
"Otu09166",0,0,0,0,0,0,0,0,0,0
"Otu09167",0,0,0,0,0,0,0,0,0,0
"Otu09168",0,0,0,0,0,0,0,0,0,0
"Otu09171",0,1,0,0,0,0,0,0,0,0
"Otu09174",0,0,0,0,0,0,0,0,0,0
"Otu09176",0,0,4,0,0,0,0,0,0,0
"Otu09183",0,0,1,0,0,0,0,0,0,0
"Otu09189",0,0,0,0,0,0,0,0,0,0
"Otu09190",0,0,0,0,0,0,0,0,0,0
"Otu09191",0,0,0,0,1,0,0,0,0,0
"Otu09193",0,2,0,0,0,0,0,0,0,0
"Otu09195",0,1,0,0,0,0,0,0,0,0
"Otu09197",0,0,0,0,0,0,0,0,0,0
"Otu09199",0,0,0,0,0,0,0,0,0,0
"Otu09202",0,0,0,0,0,0,0,0,0,0
"Otu09203",0,0,0,0,0,0,1,0,0,0
"Otu09204",0,0,0,0,0,0,0,0,0,0
"Otu09205",0,0,0,0,0,0,0,0,0,0
"Otu09206",0,0,0,0,0,0,0,0,0,0
"Otu09207",1,0,0,0,0,0,0,0,0,3
"Otu09211",0,0,0,0,0,0,0,1,0,0
"Otu09215",0,0,0,0,0,0,0,0,0,0
"Otu09224",0,1,0,0,0,0,0,0,0,1
"Otu09225",0,0,0,0,0,0,0,0,0,0
"Otu09227",0,0,0,0,0,0,1,0,0,0
"Otu09228",0,0,0,0,0,0,0,0,0,0
"Otu09231",0,0,0,0,0,0,0,0,0,0
"Otu09232",4,0,0,0,0,0,0,0,0,0
"Otu09234",0,0,0,0,0,0,0,0,0,0
"Otu09235",0,0,0,0,0,0,0,5,0,0
"Otu09236",1,1,0,0,2,0,0,0,0,0
"Otu09248",0,0,0,0,0,0,0,0,0,0
"Otu09251",0,0,0,0,0,0,0,0,0,0
"Otu09252",0,0,1,0,0,0,0,0,0,0
"Otu09255",0,0,0,0,0,0,0,0,0,0
"Otu09258",0,0,0,0,0,0,0,2,0,0
"Otu09261",0,0,0,1,0,0,0,0,0,0
"Otu09262",0,0,0,0,0,0,1,0,0,0
"Otu09263",0,0,0,0,0,0,0,0,0,0
"Otu09266",0,0,0,0,0,0,0,0,0,0
"Otu09268",0,0,0,0,0,0,0,0,0,0
"Otu09269",0,0,0,0,0,0,0,0,0,0
"Otu09275",0,0,0,0,0,0,0,0,0,0
"Otu09277",0,0,0,0,0,0,2,0,0,0
"Otu09279",0,0,0,0,0,0,0,0,0,0
"Otu09280",0,0,0,0,0,0,0,0,0,0
"Otu09281",0,0,0,0,0,0,0,0,0,0
"Otu09284",0,0,0,0,0,0,0,0,0,0
"Otu09285",0,0,0,0,0,0,0,0,0,0
"Otu09286",0,2,0,0,0,0,0,0,0,0
"Otu09288",0,0,0,0,0,0,0,0,0,0
"Otu09289",0,0,0,0,0,0,0,2,0,0
"Otu09295",0,0,0,0,0,0,0,0,0,0
"Otu09298",0,0,0,0,0,0,0,0,0,0
"Otu09299",0,0,4,0,0,0,0,0,0,0
"Otu09300",0,0,0,0,0,0,0,4,0,0
"Otu09301",0,0,0,0,0,0,0,0,0,0
"Otu09305",0,0,0,0,0,0,0,0,0,0
"Otu09306",0,0,0,0,0,0,0,0,0,0
"Otu09307",0,0,0,0,0,0,0,0,0,0
"Otu09310",0,0,0,0,0,0,0,0,0,0
"Otu09312",0,0,0,3,0,0,0,0,0,0
"Otu09314",2,0,0,0,0,0,0,0,0,0
"Otu09315",0,0,0,0,0,0,0,0,0,0
"Otu09317",0,0,0,0,0,0,0,0,0,0
"Otu09318",0,0,0,0,0,0,0,0,0,0
"Otu09321",0,0,0,0,0,0,0,0,0,0
"Otu09323",0,0,0,0,0,0,0,0,0,0
"Otu09327",0,0,0,0,0,0,0,0,0,0
"Otu09331",0,0,0,0,0,0,0,0,0,0
"Otu09332",0,0,0,0,0,0,0,0,0,0
"Otu09333",0,0,0,0,0,0,0,1,0,0
"Otu09334",0,0,0,0,0,0,0,0,0,0
"Otu09335",0,0,0,0,0,0,0,0,0,0
"Otu09336",0,0,0,0,0,0,0,0,0,0
"Otu09337",0,0,0,0,0,0,0,0,0,0
"Otu09338",0,0,0,0,0,0,0,0,0,0
"Otu09339",0,0,0,0,5,0,0,0,0,0
"Otu09340",0,0,0,0,0,0,0,0,0,0
"Otu09341",0,0,0,0,0,0,0,0,0,0
"Otu09342",0,0,0,0,0,0,0,0,0,0
"Otu09344",0,0,0,0,0,0,0,0,0,0
"Otu09345",0,0,0,4,0,0,0,0,0,0
"Otu09346",0,0,0,0,0,0,0,0,0,0
"Otu09352",0,2,0,0,0,0,0,0,0,0
"Otu09356",0,0,0,0,0,0,0,0,0,0
"Otu09358",0,0,0,0,0,0,0,0,0,0
"Otu09359",0,0,0,0,0,0,4,0,0,0
"Otu09364",0,0,0,0,0,0,0,0,0,0
"Otu09365",0,1,0,0,0,0,0,0,0,0
"Otu09367",0,0,0,0,0,0,0,0,0,0
"Otu09369",0,0,0,1,0,0,0,0,0,0
"Otu09370",0,0,0,0,0,0,0,0,0,0
"Otu09371",0,0,0,0,0,0,0,0,0,0
"Otu09375",0,0,0,0,0,0,0,0,0,0
"Otu09377",0,0,1,0,0,0,0,0,0,0
"Otu09380",0,0,0,0,0,0,0,0,0,0
"Otu09381",0,0,0,0,0,0,0,0,0,3
"Otu09382",0,0,0,0,0,0,0,0,0,0
"Otu09384",0,0,0,0,0,0,0,0,0,0
"Otu09385",0,0,0,0,0,0,0,0,0,0
"Otu09386",0,0,0,0,1,0,0,0,0,0
"Otu09387",2,0,0,0,0,0,0,0,0,0
"Otu09388",0,0,0,0,0,0,0,0,0,0
"Otu09389",0,0,0,0,0,0,0,0,0,0
"Otu09392",0,0,0,0,0,0,0,1,0,0
"Otu09394",0,0,0,0,0,0,0,0,0,0
"Otu09396",0,1,0,0,0,0,1,0,0,0
"Otu09397",0,0,0,0,0,0,0,0,0,0
"Otu09398",0,0,0,0,0,0,0,0,0,0
"Otu09403",0,0,0,0,0,0,0,0,0,0
"Otu09404",0,0,0,0,0,0,0,4,0,0
"Otu09405",0,0,0,0,0,0,0,2,0,0
"Otu09406",0,0,0,0,0,0,0,0,0,0
"Otu09409",0,0,0,0,0,0,0,0,0,0
"Otu09410",0,0,0,0,0,3,0,0,0,0
"Otu09413",0,0,0,0,0,0,0,0,0,0
"Otu09414",0,0,0,0,0,0,0,0,0,0
"Otu09417",0,0,0,0,0,0,0,0,0,0
"Otu09418",0,0,0,0,0,0,0,0,0,0
"Otu09421",0,0,0,0,0,0,0,0,0,0
"Otu09422",0,0,0,0,0,0,0,0,0,0
"Otu09424",0,0,0,0,0,0,0,0,0,0
"Otu09428",0,0,0,0,0,0,0,0,0,0
"Otu09429",0,0,0,0,0,0,0,0,0,0
"Otu09431",0,0,0,0,0,0,0,0,0,0
"Otu09432",0,0,0,0,0,0,4,0,0,0
"Otu09434",0,0,0,0,0,0,0,0,0,0
"Otu09435",0,0,0,0,0,0,0,0,0,0
"Otu09437",0,0,0,4,0,0,0,0,0,0
"Otu09438",0,0,0,0,0,0,0,0,0,0
"Otu09440",0,0,0,0,0,0,0,0,0,0
"Otu09441",0,0,0,0,0,0,0,0,0,0
"Otu09442",0,0,0,0,0,0,0,0,0,0
"Otu09443",0,0,0,0,0,0,0,0,0,0
"Otu09445",0,0,0,0,0,0,0,0,0,0
"Otu09450",2,0,0,0,0,0,0,0,0,0
"Otu09451",0,0,0,0,0,0,0,0,0,0
"Otu09452",0,0,0,0,0,0,0,0,0,0
"Otu09454",0,0,0,0,0,0,0,0,0,0
"Otu09457",0,0,0,1,0,0,0,0,0,0
"Otu09458",0,0,1,0,0,0,0,0,0,0
"Otu09459",0,0,0,0,0,0,0,0,0,0
"Otu09460",0,0,0,0,0,0,0,0,0,0
"Otu09461",0,0,0,0,0,0,1,1,0,0
"Otu09468",0,0,0,0,0,0,0,0,0,0
"Otu09471",0,0,0,1,0,0,0,3,0,0
"Otu09476",0,0,0,0,0,0,0,0,0,0
"Otu09477",0,0,3,0,0,0,0,0,0,0
"Otu09483",0,0,0,0,0,0,0,0,0,0
"Otu09485",0,0,0,0,0,0,0,0,0,0
"Otu09489",0,0,0,0,0,0,0,0,0,0
"Otu09491",0,0,0,0,0,0,0,0,0,0
"Otu09493",0,0,0,0,0,0,0,0,0,0
"Otu09494",0,0,0,0,0,0,0,0,0,0
"Otu09495",0,0,0,0,0,0,0,0,0,0
"Otu09497",0,0,0,0,0,0,0,0,0,0
"Otu09499",0,0,0,0,0,0,0,0,0,0
"Otu09504",0,0,0,0,0,0,2,0,0,0
"Otu09507",0,0,0,0,0,0,0,0,0,0
"Otu09508",0,0,0,0,0,0,0,0,0,0
"Otu09509",1,0,0,0,0,0,0,0,0,0
"Otu09513",0,0,0,0,0,0,1,0,0,0
"Otu09514",0,0,0,0,0,0,0,0,0,0
"Otu09515",0,0,0,0,0,0,0,2,0,0
"Otu09520",0,0,0,0,1,0,0,0,0,0
"Otu09524",0,0,0,0,0,0,0,0,0,0
"Otu09530",0,0,0,0,0,0,0,0,0,0
"Otu09531",0,0,0,0,0,0,0,0,0,0
"Otu09536",0,0,0,0,0,0,0,0,0,0
"Otu09537",0,0,0,0,0,0,0,0,0,0
"Otu09539",0,0,0,0,0,0,0,0,0,0
"Otu09540",0,0,0,0,0,0,0,0,0,0
"Otu09541",0,0,3,0,0,0,0,0,0,0
"Otu09543",0,0,0,0,0,0,0,0,0,0
"Otu09547",0,0,1,0,0,0,0,0,0,0
"Otu09549",0,0,0,0,0,0,1,0,0,0
"Otu09555",0,0,0,0,0,0,0,0,0,0
"Otu09557",0,0,0,0,0,0,0,0,0,0
"Otu09558",0,0,0,0,0,0,0,0,0,0
"Otu09563",0,0,0,0,0,0,0,0,0,0
"Otu09568",0,0,1,0,0,0,0,0,0,0
"Otu09574",0,0,0,0,0,0,0,0,0,0
"Otu09577",0,0,0,0,0,0,0,0,0,0
"Otu09578",0,0,0,0,0,0,1,0,0,0
"Otu09579",0,0,0,0,0,0,0,0,0,0
"Otu09582",0,0,0,0,0,0,0,0,0,0
"Otu09584",0,2,0,0,1,0,0,0,0,1
"Otu09585",0,0,0,0,0,0,0,0,0,0
"Otu09587",0,0,1,0,0,0,0,0,0,0
"Otu09589",0,0,0,0,0,0,0,0,0,0
"Otu09590",0,0,0,0,1,0,0,0,0,0
"Otu09597",0,0,0,0,0,0,0,0,0,0
"Otu09601",0,0,0,0,0,0,0,0,0,0
"Otu09602",0,0,0,0,0,0,0,0,0,0
"Otu09607",0,0,0,0,0,2,1,0,0,0
"Otu09610",0,0,0,0,0,0,0,0,0,0
"Otu09611",0,1,0,0,0,0,0,0,0,1
"Otu09612",0,0,0,0,0,0,0,0,0,0
"Otu09617",0,0,0,0,0,0,0,2,0,0
"Otu09624",0,0,0,0,2,0,0,0,0,0
"Otu09626",0,0,0,0,0,0,0,0,0,0
"Otu09628",0,0,0,0,0,0,0,0,0,0
"Otu09629",0,0,0,0,0,0,0,0,0,0
"Otu09630",0,0,0,0,0,0,1,0,0,0
"Otu09631",0,0,0,0,0,0,0,0,0,0
"Otu09633",0,0,0,0,0,0,0,0,0,0
"Otu09634",0,0,0,0,0,0,0,0,0,0
"Otu09639",0,0,0,0,0,0,2,0,0,0
"Otu09641",0,0,0,0,0,0,0,0,0,0
"Otu09644",0,0,0,0,0,0,0,0,0,0
"Otu09646",0,0,0,0,0,0,0,0,0,0
"Otu09648",0,0,0,0,0,0,0,0,1,0
"Otu09650",0,0,0,0,0,0,0,0,0,0
"Otu09653",0,0,0,0,0,0,0,0,0,0
"Otu09654",0,0,0,0,0,0,0,0,0,0
"Otu09655",0,0,0,0,0,0,0,2,0,0
"Otu09657",0,0,0,0,0,0,0,0,0,0
"Otu09660",0,0,0,0,0,0,0,0,0,0
"Otu09661",0,0,0,0,0,1,0,0,0,0
"Otu09669",0,0,0,0,0,0,0,0,0,0
"Otu09671",0,0,0,0,0,0,0,0,0,0
"Otu09673",0,0,0,0,0,0,0,0,0,1
"Otu09681",0,0,0,0,0,0,0,0,0,0
"Otu09691",0,0,0,0,0,0,0,0,0,0
"Otu09695",0,0,0,0,0,0,0,0,0,0
"Otu09697",0,0,0,0,0,0,0,0,0,0
"Otu09701",0,0,0,1,0,0,0,0,0,0
"Otu09705",0,0,0,0,0,0,0,0,0,0
"Otu09710",0,0,0,0,0,0,0,0,0,0
"Otu09716",0,0,0,0,0,0,0,0,0,0
"Otu09718",0,0,0,0,0,0,0,0,0,0
"Otu09719",0,0,1,0,0,0,0,0,0,0
"Otu09724",0,0,0,0,0,0,0,0,0,0
"Otu09728",1,0,0,0,0,0,0,0,0,1
"Otu09729",0,0,0,0,0,0,0,0,0,0
"Otu09731",0,0,0,0,0,0,0,0,0,0
"Otu09732",0,0,0,0,0,0,0,0,0,0
"Otu09733",0,0,0,0,0,0,0,0,0,0
"Otu09734",0,0,1,0,0,0,1,0,0,0
"Otu09736",0,0,0,0,0,0,0,0,0,0
"Otu09737",0,0,0,0,0,0,0,0,0,0
"Otu09739",0,0,0,0,0,0,0,2,0,0
"Otu09741",0,0,0,0,0,0,0,0,0,0
"Otu09742",0,0,0,0,0,0,0,0,0,0
"Otu09743",0,0,0,0,0,0,0,0,0,0
"Otu09749",0,0,0,0,0,0,0,0,0,0
"Otu09760",0,0,0,0,0,0,2,1,0,0
"Otu09762",0,0,0,0,0,0,0,0,0,0
"Otu09763",0,0,0,0,0,0,0,0,0,0
"Otu09764",0,0,0,0,0,0,0,0,0,0
"Otu09765",0,0,3,1,0,0,0,0,0,0
"Otu09768",0,0,0,0,0,0,0,0,0,0
"Otu09775",0,0,0,0,0,0,0,0,0,0
"Otu09776",0,0,0,0,0,0,0,0,0,0
"Otu09779",0,0,0,0,0,0,0,0,0,0
"Otu09782",0,0,0,0,0,0,0,0,0,0
"Otu09784",0,0,0,0,0,0,0,0,0,0
"Otu09788",0,0,0,0,0,0,0,0,0,0
"Otu09790",0,0,0,0,0,0,0,0,0,0
"Otu09792",0,0,0,0,0,0,0,0,0,0
"Otu09806",0,0,4,0,0,0,0,0,0,0
"Otu09808",0,0,0,0,0,0,0,0,0,0
"Otu09809",0,0,0,0,0,0,0,0,0,0
"Otu09810",0,0,0,0,0,0,0,0,0,0
"Otu09811",0,0,0,0,0,0,0,0,0,0
"Otu09812",0,0,0,0,0,0,0,0,0,0
"Otu09817",0,0,0,0,0,0,0,0,0,0
"Otu09818",0,0,0,0,0,0,0,0,0,0
"Otu09819",0,0,0,0,0,0,0,0,0,0
"Otu09821",0,0,0,0,0,0,0,0,0,0
"Otu09823",0,0,0,0,0,0,0,0,0,0
"Otu09824",0,0,0,0,0,0,0,0,0,0
"Otu09826",0,0,0,0,0,0,0,0,0,0
"Otu09828",0,0,0,0,0,0,0,0,0,0
"Otu09830",0,0,0,0,0,0,0,0,0,0
"Otu09832",0,0,0,0,0,0,0,0,0,0
"Otu09841",0,0,0,1,0,0,0,0,0,0
"Otu09842",0,0,0,0,0,0,0,0,0,0
"Otu09844",0,0,0,0,0,0,0,0,0,0
"Otu09850",0,0,0,0,0,0,0,3,0,0
"Otu09851",0,0,0,0,0,0,0,0,0,0
"Otu09852",0,0,0,0,0,0,0,0,0,0
"Otu09855",0,0,0,0,0,0,0,0,0,0
"Otu09857",0,0,0,1,1,0,0,0,0,0
"Otu09859",0,0,0,0,0,1,0,0,0,0
"Otu09861",0,0,0,0,0,0,0,0,0,0
"Otu09862",0,0,0,0,0,0,0,0,0,0
"Otu09864",0,0,0,0,0,0,0,0,0,0
"Otu09867",0,0,0,0,0,0,0,0,0,0
"Otu09868",0,0,0,1,0,0,0,0,0,0
"Otu09871",0,0,0,0,0,0,0,0,0,0
"Otu09872",0,0,0,0,0,0,0,0,0,0
"Otu09875",0,0,0,0,0,0,0,2,0,0
"Otu09878",0,0,0,0,0,0,0,0,0,0
"Otu09879",0,0,0,0,0,0,0,0,0,0
"Otu09881",0,0,0,1,0,0,0,0,0,0
"Otu09884",0,0,0,0,0,0,0,0,0,0
"Otu09885",0,0,0,0,0,0,0,0,0,0
"Otu09894",0,0,0,1,0,0,0,0,0,0
"Otu09895",0,0,1,0,0,0,0,0,0,0
"Otu09900",0,0,0,0,0,0,0,0,0,0
"Otu09901",0,0,0,0,0,0,0,1,0,0
"Otu09905",0,0,0,0,0,0,0,0,0,0
"Otu09906",0,0,0,0,0,0,0,5,0,0
"Otu09909",0,0,0,0,0,0,0,0,0,0
"Otu09910",0,0,0,0,0,0,0,0,0,0
"Otu09919",0,0,0,0,0,0,0,0,0,0
"Otu09924",0,0,0,0,0,0,0,0,0,0
"Otu09926",0,0,0,0,0,0,0,0,0,0
"Otu09927",0,0,0,0,0,0,0,0,0,0
"Otu09933",0,0,0,0,0,0,0,0,0,0
"Otu09934",0,0,0,0,0,0,0,0,0,0
"Otu09937",0,0,0,0,0,0,0,0,0,0
"Otu09938",0,0,0,0,0,0,0,0,0,0
"Otu09943",0,0,0,0,0,0,0,0,0,0
"Otu09944",0,0,0,0,0,0,0,1,0,0
"Otu09952",0,0,0,0,0,0,0,0,0,0
"Otu09954",0,0,0,1,0,0,0,0,0,0
"Otu09956",0,0,0,0,0,0,0,0,0,0
"Otu09957",0,0,0,0,0,0,0,0,0,0
"Otu09959",0,0,0,0,0,0,0,0,0,0
"Otu09964",0,0,0,0,0,0,0,0,0,0
"Otu09970",0,0,0,0,0,0,1,0,0,0
"Otu09973",0,0,0,0,0,0,0,0,0,0
"Otu09974",0,0,0,1,0,0,0,0,0,0
"Otu09976",0,0,0,0,0,0,0,0,0,0
"Otu09977",0,0,0,1,0,0,3,0,0,0
"Otu09979",0,0,0,0,0,0,0,0,0,0
"Otu09986",0,0,0,0,0,0,0,0,0,0
"Otu09987",0,0,0,0,0,0,0,3,0,0
"Otu09988",0,0,0,0,0,0,0,0,0,0
"Otu09991",0,0,0,0,0,0,0,0,0,0
"Otu09992",0,0,0,0,0,0,0,0,0,0
"Otu09993",0,0,0,0,0,0,0,0,0,0
"Otu09995",0,0,0,0,0,0,0,0,0,0
"Otu09997",0,0,0,0,0,0,0,0,0,0
"Otu09998",0,0,0,0,0,0,0,0,0,0
"Otu09999",0,0,0,0,0,0,0,0,0,0
"Otu10000",0,0,0,1,0,0,0,0,0,0
"Otu10003",0,0,0,0,0,0,0,0,0,0
"Otu10004",0,0,0,0,0,1,0,0,0,0
"Otu10007",0,2,3,0,0,0,0,0,0,0
"Otu10008",0,0,0,0,0,0,0,0,0,0
"Otu10010",0,0,0,0,0,0,0,0,0,0
"Otu10012",0,0,0,0,0,0,0,0,0,0
"Otu10016",0,0,0,0,0,0,0,1,0,0
"Otu10020",0,0,0,0,0,0,0,0,0,0
"Otu10021",0,0,0,0,0,0,0,0,0,0
"Otu10022",0,0,0,0,0,0,0,0,0,0
"Otu10023",0,0,0,0,0,0,0,0,0,0
"Otu10024",0,0,4,0,0,0,0,0,0,0
"Otu10026",0,0,0,0,0,0,0,0,0,0
"Otu10033",0,0,0,0,0,0,0,0,0,0
"Otu10035",0,0,0,0,0,0,0,0,0,0
"Otu10036",0,0,0,0,0,0,0,0,0,0
"Otu10037",0,0,0,0,0,0,0,0,0,0
"Otu10041",0,0,0,0,0,0,0,0,0,0
"Otu10045",0,0,0,0,0,0,0,0,0,0
"Otu10046",0,0,0,0,0,0,0,0,0,0
"Otu10048",0,0,0,0,0,0,0,0,0,0
"Otu10051",0,0,0,0,0,0,0,0,0,0
"Otu10052",0,0,0,0,0,0,0,0,0,0
"Otu10053",0,0,0,0,0,0,0,0,0,0
"Otu10054",2,0,0,0,0,0,0,0,0,1
"Otu10059",0,0,1,0,0,0,0,0,0,0
"Otu10063",0,0,0,0,0,0,0,2,0,0
"Otu10064",0,0,2,0,1,0,0,0,0,1
"Otu10065",0,0,0,0,0,0,0,0,0,0
"Otu10067",0,0,3,0,0,0,0,0,0,0
"Otu10074",0,0,0,0,0,0,0,0,0,0
"Otu10076",0,0,0,0,0,0,0,0,0,0
"Otu10082",0,0,0,0,0,0,0,0,0,0
"Otu10085",0,0,0,0,0,0,0,0,0,0
"Otu10088",0,0,0,0,0,0,0,0,0,0
"Otu10089",0,0,0,0,0,0,0,0,0,0
"Otu10090",0,0,0,0,0,0,0,0,0,0
"Otu10091",0,0,0,0,0,0,0,0,0,0
"Otu10092",0,0,0,0,0,0,0,0,0,0
"Otu10093",0,0,0,0,0,0,0,0,0,0
"Otu10094",0,0,0,0,0,0,0,0,0,0
"Otu10095",0,0,0,0,0,0,0,0,0,0
"Otu10097",0,0,0,0,2,0,0,0,0,1
"Otu10099",0,0,0,0,0,0,0,0,0,0
"Otu10102",0,0,0,0,0,0,1,0,0,1
"Otu10105",0,0,0,0,0,0,0,0,0,1
"Otu10108",0,0,0,0,0,0,0,0,0,0
"Otu10109",0,0,0,0,0,0,0,0,0,0
"Otu10114",0,0,0,0,0,0,0,0,0,0
"Otu10116",0,0,0,0,0,0,0,0,0,0
"Otu10124",0,0,0,0,0,0,0,0,0,0
"Otu10127",0,0,0,0,0,0,0,0,0,0
"Otu10129",0,0,0,0,0,0,0,0,0,0
"Otu10130",0,0,0,0,0,0,0,0,0,0
"Otu10131",0,0,0,0,0,0,0,0,0,0
"Otu10132",0,0,0,0,2,0,0,0,0,0
"Otu10133",0,0,0,0,0,0,0,0,0,0
"Otu10134",0,0,0,0,0,0,0,0,0,0
"Otu10136",0,0,0,0,0,0,0,0,0,0
"Otu10137",0,0,0,0,0,0,0,0,0,0
"Otu10139",0,0,0,0,0,0,0,0,0,0
"Otu10141",0,0,0,0,0,0,0,0,0,0
"Otu10143",0,0,0,0,0,0,0,0,0,0
"Otu10144",0,0,0,0,0,0,0,0,0,1
"Otu10145",0,0,0,0,0,0,0,0,0,0
"Otu10146",0,0,0,0,0,0,0,0,0,0
"Otu10147",0,0,0,0,0,0,0,0,0,0
"Otu10153",0,0,0,0,0,0,0,0,0,0
"Otu10155",0,0,0,0,0,0,0,2,0,0
"Otu10157",0,0,0,0,0,0,0,0,0,0
"Otu10159",0,0,0,0,0,0,0,0,0,0
"Otu10160",0,0,0,0,0,0,0,0,0,0
"Otu10162",0,0,0,0,0,0,0,0,0,0
"Otu10167",0,0,0,0,0,0,0,0,0,0
"Otu10173",0,0,1,0,0,0,0,0,0,0
"Otu10179",0,0,0,0,0,0,0,0,0,0
"Otu10180",0,0,0,0,0,0,0,0,0,0
"Otu10182",0,0,0,0,0,0,0,0,0,0
"Otu10183",0,0,0,0,0,0,0,0,0,0
"Otu10187",0,0,0,0,0,0,0,0,0,0
"Otu10188",0,0,0,0,0,0,0,1,0,0
"Otu10190",0,0,0,0,0,0,0,0,0,0
"Otu10192",0,0,0,0,0,0,0,0,1,0
"Otu10195",0,0,0,0,0,0,0,1,0,0
"Otu10201",0,0,1,0,0,0,0,0,0,0
"Otu10205",0,0,0,0,0,0,0,0,0,0
"Otu10207",0,0,0,0,0,0,0,0,0,0
"Otu10209",0,0,0,0,0,0,0,0,0,0
"Otu10211",0,0,0,0,0,0,0,0,0,0
"Otu10214",0,0,0,0,0,0,0,0,0,0
"Otu10217",0,0,1,0,0,0,0,0,0,0
"Otu10218",0,0,0,0,0,0,0,0,0,0
"Otu10219",0,0,0,0,0,0,0,0,0,0
"Otu10222",0,0,0,0,0,0,0,0,0,0
"Otu10227",0,0,0,0,0,0,0,0,0,0
"Otu10230",0,0,0,0,0,0,0,0,0,0
"Otu10238",0,0,0,0,2,0,0,0,0,0
"Otu10239",0,0,0,0,0,0,0,0,0,0
"Otu10247",0,0,0,0,0,0,0,0,0,0
"Otu10253",0,0,0,0,0,0,0,0,0,0
"Otu10256",3,0,0,0,0,0,0,0,0,0
"Otu10258",0,0,0,0,0,0,0,0,0,0
"Otu10260",0,0,0,0,0,0,0,0,0,0
"Otu10263",0,0,0,0,0,0,0,0,0,0
"Otu10264",0,0,0,0,0,0,0,0,0,0
"Otu10265",0,1,0,0,0,0,0,0,0,0
"Otu10275",0,0,0,0,0,0,0,0,0,0
"Otu10276",3,0,0,0,0,0,0,0,0,0
"Otu10279",0,0,0,0,0,0,0,0,0,0
"Otu10282",0,0,0,0,0,0,0,0,0,0
"Otu10293",0,0,0,0,0,0,0,1,0,0
"Otu10296",0,0,0,0,0,0,0,0,0,0
"Otu10297",0,0,0,0,0,0,0,0,0,0
"Otu10301",0,0,0,0,0,0,0,0,0,0
"Otu10303",0,0,0,0,0,0,0,0,0,0
"Otu10307",0,0,0,0,0,0,0,3,0,0
"Otu10312",0,0,0,0,0,0,0,0,0,0
"Otu10314",0,1,0,0,0,0,0,0,0,0
"Otu10316",0,0,0,0,0,0,0,0,0,0
"Otu10318",0,0,0,0,0,0,0,0,0,0
"Otu10320",0,0,0,0,0,0,0,0,0,0
"Otu10324",0,0,0,0,0,0,0,1,0,0
"Otu10333",0,0,0,0,0,0,0,0,0,0
"Otu10339",0,0,0,0,0,0,0,0,0,0
"Otu10340",0,0,1,0,0,0,1,0,0,0
"Otu10342",0,0,0,0,0,0,0,0,0,0
"Otu10346",0,0,0,0,0,0,0,0,0,0
"Otu10347",0,1,0,0,0,0,0,0,0,0
"Otu10349",0,0,0,0,0,0,0,0,0,0
"Otu10350",0,0,0,0,0,0,0,0,0,0
"Otu10351",0,0,0,0,0,0,0,1,0,0
"Otu10356",0,0,0,0,0,0,0,0,0,0
"Otu10361",0,0,0,0,0,0,0,0,0,0
"Otu10364",0,0,0,0,0,0,0,0,0,0
"Otu10369",0,0,0,0,0,0,0,0,0,0
"Otu10371",0,0,0,0,0,0,0,1,0,0
"Otu10376",0,0,0,0,0,0,0,0,0,0
"Otu10383",0,0,0,0,0,0,0,0,0,0
"Otu10389",0,0,0,0,0,0,0,0,0,0
"Otu10391",0,0,2,0,0,0,0,0,0,0
"Otu10394",0,1,0,0,0,0,0,0,0,0
"Otu10395",0,1,1,0,0,0,0,0,0,0
"Otu10396",0,0,0,0,0,0,0,0,0,0
"Otu10398",0,0,0,0,0,0,0,0,0,0
"Otu10401",0,0,0,0,0,0,0,0,0,0
"Otu10405",0,0,0,0,0,0,1,0,0,0
"Otu10406",0,0,0,0,0,0,0,0,0,0
"Otu10416",0,0,0,0,0,0,0,0,0,0
"Otu10418",0,1,0,0,0,0,0,0,0,0
"Otu10422",0,0,0,0,0,0,0,0,0,0
"Otu10437",3,0,0,0,0,0,0,0,0,0
"Otu10438",0,0,0,0,0,0,0,0,0,0
"Otu10441",0,0,0,0,0,0,0,0,0,0
"Otu10448",0,0,0,0,0,0,0,0,0,0
"Otu10449",0,0,0,0,0,0,0,0,0,0
"Otu10454",0,0,0,0,0,0,0,0,0,0
"Otu10455",0,0,2,0,0,0,0,0,0,0
"Otu10457",0,0,0,0,0,0,0,0,0,0
"Otu10459",0,0,0,0,0,0,0,0,0,0
"Otu10465",0,0,0,0,0,0,0,0,0,0
"Otu10466",0,0,0,0,0,0,0,0,0,0
"Otu10470",0,0,0,0,0,0,0,0,0,0
"Otu10472",0,0,0,0,0,0,0,0,0,0
"Otu10478",0,0,0,0,1,0,0,0,0,0
"Otu10482",0,0,1,0,0,0,0,0,0,0
"Otu10483",0,0,0,0,0,0,0,0,0,0
"Otu10486",0,0,0,0,0,0,0,1,0,0
"Otu10487",0,0,0,0,0,0,0,0,0,0
"Otu10490",0,0,0,0,0,0,0,0,0,0
"Otu10492",0,0,0,0,1,0,0,0,0,0
"Otu10493",0,0,0,0,0,0,0,0,0,0
"Otu10494",0,0,0,0,0,0,0,0,0,0
