"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu00530",0,0,0,0,0,0,3,10,0,0
"Otu00531",0,0,0,3,0,0,13,0,0,0
"Otu00532",0,0,0,15,0,0,0,0,0,0
"Otu00533",5,31,0,21,8,0,0,5,23,2
"Otu00534",0,0,27,134,0,0,3,51,0,0
"Otu00535",0,0,14,0,0,0,248,0,0,0
"Otu00536",0,0,0,37,15,0,0,0,0,0
"Otu00537",0,0,0,0,0,0,22,0,0,0
"Otu00538",0,0,0,0,0,0,0,43,0,0
"Otu00539",0,0,0,0,0,0,0,0,0,0
"Otu00540",0,0,0,0,0,0,11,0,0,0
"Otu00541",0,0,0,0,0,0,0,0,0,0
"Otu00542",0,0,0,0,4,0,16,0,0,0
"Otu00543",0,0,0,0,0,0,0,0,0,0
"Otu00544",0,0,16,5,10,0,23,12,0,0
"Otu00545",0,0,0,21,0,0,0,97,0,0
"Otu00546",0,0,0,0,0,0,0,196,0,0
"Otu00547",0,0,0,0,0,0,0,0,0,0
"Otu00548",0,0,0,5,2,0,1,0,0,0
"Otu00551",0,0,0,0,0,0,0,0,0,0
"Otu00552",0,0,0,0,0,0,0,13,0,0
"Otu00553",0,0,214,84,0,0,0,0,0,0
"Otu00554",0,0,0,0,0,0,0,14,0,0
"Otu00555",0,0,0,0,0,0,0,187,0,0
"Otu00556",0,0,0,0,0,0,0,0,0,0
"Otu00557",0,0,0,0,0,0,0,0,0,184
"Otu00558",0,0,0,1,0,0,0,0,0,0
"Otu00559",0,26,0,0,1,0,0,0,0,0
"Otu00560",0,0,0,0,0,0,0,0,0,0
"Otu00561",51,0,0,7,0,0,0,60,0,0
"Otu00562",0,0,22,0,0,139,0,0,0,0
"Otu00565",0,0,0,2,7,0,14,1,0,0
"Otu00566",0,0,0,0,0,0,2,48,30,0
"Otu00567",0,0,0,0,0,0,6,8,0,0
"Otu00568",0,0,220,23,0,0,0,0,0,0
"Otu00569",0,0,0,0,0,0,0,0,0,0
"Otu00570",0,0,0,0,0,0,0,31,0,0
"Otu00571",0,0,0,0,0,0,0,0,0,0
"Otu00572",0,0,0,0,0,0,0,0,0,0
"Otu00573",0,0,311,11,0,0,0,0,0,0
"Otu00574",4,5,0,0,0,0,10,0,0,0
"Otu00575",0,0,3,13,0,0,3,0,0,0
"Otu00576",0,0,1,174,0,0,0,0,0,0
"Otu00577",0,1,0,0,9,0,4,2,0,36
"Otu00578",0,0,0,0,0,0,0,0,53,0
"Otu00579",0,0,0,0,0,0,0,41,0,0
"Otu00581",10,0,18,1,0,23,1,0,0,0
"Otu00582",1,0,7,2,7,5,1,0,0,0
"Otu00583",0,0,0,0,0,0,19,0,0,0
"Otu00585",1,64,28,25,0,0,0,0,0,0
"Otu00586",0,0,4,0,0,0,25,0,0,0
"Otu00587",0,0,0,150,0,0,25,19,0,0
"Otu00588",0,0,0,80,0,0,4,0,0,0
"Otu00589",0,0,0,191,0,0,0,0,0,0
"Otu00590",0,0,8,25,0,0,14,0,28,2
"Otu00591",0,0,0,4,0,0,0,255,0,0
"Otu00593",4,0,1,0,2,0,1,12,2,0
"Otu00594",0,1,0,6,12,0,131,0,0,0
"Otu00595",0,0,0,0,0,0,0,39,0,0
"Otu00596",0,0,37,176,0,0,0,0,0,0
"Otu00597",0,0,0,1,0,0,0,0,1,0
"Otu00598",0,0,0,0,0,0,0,5,0,0
"Otu00599",0,0,0,0,0,0,0,11,0,0
"Otu00600",0,0,0,0,0,0,0,0,0,0
"Otu00602",0,0,275,0,0,0,0,0,0,0
"Otu00603",0,0,0,6,0,1,0,15,0,0
"Otu00604",0,0,1,0,7,0,3,20,0,0
"Otu00607",0,0,0,23,4,0,9,42,0,6
"Otu00609",0,0,0,0,0,0,0,0,0,0
"Otu00610",0,0,58,145,0,0,0,11,0,0
"Otu00611",0,0,0,0,0,0,0,0,0,0
"Otu00612",0,0,0,0,0,31,0,0,0,148
"Otu00613",0,0,0,0,102,0,0,14,0,0
"Otu00614",0,0,4,175,0,0,0,0,0,0
"Otu00615",0,0,0,0,4,0,0,2,0,0
"Otu00616",112,1,2,5,0,1,11,0,0,2
"Otu00618",0,0,0,0,0,0,0,0,0,0
"Otu00619",0,0,0,0,0,0,4,5,0,0
"Otu00620",0,0,36,0,0,0,150,0,0,2
"Otu00621",2,0,2,0,12,0,8,0,0,0
"Otu00622",0,0,0,0,0,0,0,0,0,0
"Otu00623",0,0,0,0,0,0,0,0,0,0
"Otu00625",0,0,0,8,0,0,0,235,0,0
"Otu00627",1,0,7,0,7,64,2,16,0,0
"Otu00628",1,0,0,0,0,0,0,0,138,0
"Otu00629",6,0,0,1,4,0,0,0,0,3
"Otu00630",0,0,5,0,0,62,2,0,0,0
"Otu00631",0,0,0,0,0,0,0,0,169,0
"Otu00632",0,0,0,0,0,0,0,0,0,0
"Otu00633",0,42,8,0,0,0,0,8,0,0
"Otu00634",0,0,0,0,0,4,28,0,0,3
"Otu00635",0,0,0,0,0,0,0,11,0,0
"Otu00637",0,0,1,5,0,0,0,31,0,0
"Otu00638",0,0,0,1,0,0,1,0,0,0
"Otu00639",0,0,0,0,0,0,2,0,4,0
"Otu00640",0,0,2,0,0,0,3,12,0,0
"Otu00641",0,0,0,0,0,0,0,24,0,0
"Otu00642",0,0,0,0,0,0,0,0,0,3
"Otu00643",0,0,0,0,0,0,0,0,49,0
"Otu00645",0,0,0,0,5,0,0,0,0,0
"Otu00646",0,0,0,0,0,0,213,0,0,0
"Otu00647",0,0,0,0,0,0,0,0,0,0
"Otu00648",0,2,0,24,0,0,0,0,0,93
"Otu00649",0,0,0,169,0,0,0,0,0,0
"Otu00650",0,0,0,0,0,0,4,1,0,0
"Otu00651",0,0,0,0,6,0,168,0,0,0
"Otu00652",0,0,0,0,0,0,4,2,0,0
"Otu00653",0,0,0,0,0,0,0,1,3,0
"Otu00655",9,2,0,0,0,0,1,1,0,1
"Otu00657",0,0,0,0,64,0,0,0,0,0
"Otu00658",0,0,13,17,0,0,6,0,0,92
"Otu00659",0,0,0,0,0,0,47,0,0,0
"Otu00661",0,0,0,23,0,0,0,0,0,0
"Otu00663",0,0,0,0,0,0,0,0,116,0
"Otu00665",0,0,0,17,0,0,0,222,0,0
"Otu00666",0,65,1,0,3,0,2,4,0,10
"Otu00667",0,0,0,0,0,0,0,1,0,0
"Otu00668",0,0,0,0,0,0,0,0,124,0
"Otu00669",27,0,0,0,16,2,13,0,0,58
"Otu00671",0,0,30,2,8,3,9,4,1,37
"Otu00672",0,0,0,17,0,0,0,0,6,0
"Otu00673",0,0,0,0,0,0,0,0,0,0
"Otu00674",0,15,0,0,119,0,0,0,0,0
"Otu00675",0,0,0,1,0,9,13,9,0,0
"Otu00676",0,0,0,0,0,0,0,0,0,0
"Otu00677",0,0,0,1,13,0,1,0,0,1
"Otu00678",0,0,0,0,0,0,0,16,0,0
"Otu00679",0,0,0,0,0,0,0,6,0,0
"Otu00680",0,0,0,0,0,0,0,0,0,0
"Otu00681",5,15,8,0,2,4,8,0,0,0
"Otu00682",0,0,0,44,0,0,6,48,0,0
"Otu00683",0,0,0,0,0,0,12,0,0,0
"Otu00684",0,0,0,4,0,0,1,15,0,0
"Otu00685",0,0,0,0,0,0,0,5,0,0
"Otu00687",0,0,0,0,0,0,2,0,0,2
"Otu00688",0,0,0,0,164,0,0,0,0,0
"Otu00689",0,0,0,0,0,0,0,20,0,0
"Otu00690",0,1,1,3,0,0,1,0,0,0
"Otu00691",1,0,0,0,8,0,0,7,0,6
"Otu00692",0,0,6,0,0,0,0,217,0,0
"Otu00693",0,0,0,0,0,0,0,0,0,0
"Otu00694",0,0,0,5,0,0,0,0,0,0
"Otu00695",0,0,197,5,0,0,0,0,0,0
"Otu00696",0,0,0,0,0,0,0,28,0,0
"Otu00697",0,8,0,0,9,0,0,6,0,2
"Otu00698",246,0,0,0,0,22,0,0,0,0
"Otu00699",0,0,0,0,13,0,5,0,0,0
"Otu00700",0,0,0,0,11,0,0,0,0,0
"Otu00702",0,0,0,0,0,0,176,0,0,0
"Otu00703",0,0,0,0,0,0,0,6,0,0
"Otu00704",0,0,0,0,0,0,4,0,0,0
"Otu00705",0,0,0,0,0,0,0,135,0,0
"Otu00706",0,0,0,18,24,0,24,18,0,0
"Otu00707",315,2,7,2,0,0,0,0,0,1
"Otu00708",0,0,0,0,0,0,8,0,0,0
"Otu00709",1,0,0,0,2,0,0,4,0,0
"Otu00710",0,0,0,0,0,0,0,0,0,0
"Otu00711",0,0,0,0,0,0,0,0,0,0
"Otu00712",0,0,0,0,0,0,0,0,0,0
"Otu00713",2,4,0,0,0,1,0,1,0,0
"Otu00715",0,0,18,114,0,0,0,0,0,0
"Otu00716",0,3,0,5,0,0,0,15,0,0
"Otu00719",0,0,0,0,13,0,0,20,0,0
"Otu00720",0,0,0,0,0,0,0,73,0,0
"Otu00721",0,0,0,0,0,0,0,0,103,0
"Otu00722",0,0,0,0,0,0,41,0,6,0
"Otu00723",0,0,0,0,1,0,4,0,0,0
"Otu00725",1,0,0,0,0,0,0,0,0,0
"Otu00726",0,0,0,0,0,0,0,0,0,0
"Otu00727",0,0,0,63,0,0,27,67,0,0
"Otu00728",0,4,0,0,0,0,9,0,0,18
"Otu00729",0,0,0,33,0,0,0,0,33,0
"Otu00730",0,0,0,0,0,0,0,0,8,0
"Otu00731",0,0,0,0,0,0,0,0,0,0
"Otu00732",0,0,0,0,9,0,1,4,0,0
"Otu00733",0,0,13,53,23,0,0,0,0,30
"Otu00734",0,0,0,0,16,0,0,0,0,0
"Otu00735",0,39,0,0,0,0,0,19,0,0
"Otu00736",0,0,0,0,0,0,0,0,0,0
"Otu00737",0,22,0,0,5,0,0,0,0,0
"Otu00738",0,1,0,7,9,0,0,61,0,23
"Otu00739",0,0,111,7,0,69,0,0,0,0
"Otu00740",0,0,0,2,0,0,152,6,0,0
"Otu00741",0,0,0,5,7,0,0,0,0,129
"Otu00742",0,0,0,2,5,0,0,13,0,0
"Otu00743",0,0,0,0,0,0,0,18,0,0
"Otu00744",20,12,0,1,10,11,0,9,0,0
"Otu00745",0,1,0,0,3,0,1,4,0,0
"Otu00746",0,0,70,93,0,0,0,0,0,0
"Otu00747",0,0,0,0,0,0,0,0,0,0
"Otu00748",0,0,0,142,8,0,0,0,0,0
"Otu00749",1,44,0,0,0,0,16,4,0,0
"Otu00750",0,1,2,0,0,40,0,10,0,0
"Otu00751",0,0,0,13,0,0,75,0,0,0
"Otu00752",0,0,0,0,0,0,7,0,0,0
"Otu00753",0,0,0,8,0,0,0,1,0,0
"Otu00754",0,0,0,0,0,0,0,0,0,0
"Otu00755",0,0,0,0,0,0,0,0,0,0
"Otu00756",0,0,0,0,0,0,0,0,0,0
"Otu00757",0,0,0,0,0,0,13,0,0,0
"Otu00758",2,1,35,1,0,0,2,0,0,0
"Otu00759",0,0,0,24,9,0,5,84,0,0
"Otu00760",0,0,0,9,0,0,8,0,0,0
"Otu00761",0,0,0,0,0,0,0,0,0,0
"Otu00762",0,0,145,5,0,0,0,0,0,0
"Otu00763",0,1,0,0,1,0,0,3,0,0
"Otu00764",0,0,0,0,0,0,0,0,0,0
"Otu00765",0,0,0,0,10,0,0,44,0,0
"Otu00766",2,0,7,1,2,0,2,0,0,115
"Otu00767",0,0,0,0,0,0,0,0,36,0
"Otu00769",0,0,1,5,0,0,1,2,0,11
"Otu00770",0,0,0,0,0,0,2,7,0,0
"Otu00771",7,1,81,0,0,0,1,0,0,10
"Otu00774",0,0,0,0,0,0,0,73,0,0
"Otu00777",0,0,7,99,0,0,0,47,0,0
"Otu00778",0,0,0,0,0,0,75,0,0,0
"Otu00779",0,0,0,0,0,0,0,11,0,0
"Otu00780",0,0,0,23,0,0,8,71,3,0
"Otu00781",0,0,0,0,0,0,0,0,18,0
"Otu00782",0,0,0,0,0,0,0,0,0,0
"Otu00783",0,0,0,0,0,0,2,17,0,0
"Otu00784",0,0,0,0,0,0,0,1,0,0
"Otu00785",0,0,0,0,0,0,0,0,0,0
"Otu00786",0,0,0,134,0,0,0,0,0,0
"Otu00787",0,0,0,0,0,0,128,0,0,0
"Otu00788",32,0,0,0,0,73,0,0,0,0
"Otu00790",0,0,0,0,0,0,0,0,0,0
"Otu00791",0,0,1,0,0,0,0,0,0,0
"Otu00793",0,0,0,0,0,0,0,198,0,0
"Otu00794",0,3,0,0,0,0,0,13,0,0
"Otu00795",17,19,6,0,0,0,0,11,0,0
"Otu00796",40,3,7,0,0,13,45,0,0,0
"Otu00797",0,0,0,0,0,0,0,0,0,0
"Otu00798",0,0,0,0,0,0,0,0,32,0
"Otu00799",0,0,0,1,0,0,0,2,0,0
"Otu00800",0,1,7,0,0,0,3,2,0,0
"Otu00801",0,0,0,0,0,0,0,4,0,0
"Otu00802",64,0,1,0,0,0,4,8,0,0
"Otu00804",0,0,0,10,0,0,0,0,0,0
"Otu00805",0,0,5,8,0,97,0,0,0,0
"Otu00806",0,0,1,0,0,0,0,0,0,0
"Otu00807",0,0,0,0,36,0,0,0,0,0
"Otu00808",0,0,0,76,0,27,0,0,0,0
"Otu00809",0,0,0,0,0,0,0,0,0,0
"Otu00810",0,0,0,0,0,0,0,0,0,0
"Otu00811",0,1,0,0,0,0,0,0,1,0
"Otu00812",0,0,0,7,0,0,0,0,12,0
"Otu00813",0,0,0,0,0,17,0,0,0,0
"Otu00814",119,5,0,0,1,0,4,13,0,0
"Otu00815",0,0,0,14,14,0,0,0,11,0
"Otu00817",0,4,2,5,4,4,6,4,0,0
"Otu00818",0,3,195,4,0,0,0,0,0,1
"Otu00820",0,0,0,0,1,0,0,7,0,0
"Otu00821",2,19,1,0,0,4,0,14,0,0
"Otu00823",0,0,0,0,0,0,0,9,0,0
"Otu00824",0,0,0,0,0,0,0,0,15,0
"Otu00827",0,0,0,0,0,0,0,0,0,0
"Otu00829",0,0,2,11,0,0,0,52,0,0
"Otu00830",0,0,0,0,10,0,0,0,0,0
"Otu00831",0,0,13,11,2,50,5,6,0,0
"Otu00832",0,0,0,0,0,0,0,0,0,0
"Otu00833",13,0,0,6,0,0,0,0,0,0
"Otu00834",0,0,0,0,0,0,0,7,0,0
"Otu00835",0,0,10,2,0,0,0,21,0,0
"Otu00836",0,0,0,42,0,0,0,97,0,0
"Otu00837",0,0,0,0,0,0,0,0,0,0
"Otu00838",0,0,0,0,0,0,0,0,0,0
"Otu00839",6,0,0,0,0,0,1,0,1,0
"Otu00841",0,0,0,0,5,0,0,3,0,0
"Otu00842",5,86,0,0,0,0,0,0,0,0
"Otu00843",0,0,0,0,0,0,0,13,0,0
"Otu00844",0,0,0,0,0,0,0,0,96,0
"Otu00845",0,0,0,0,0,0,0,0,0,0
"Otu00846",0,0,0,6,15,0,0,0,0,25
"Otu00847",3,0,0,0,1,0,0,0,0,0
"Otu00849",0,77,0,0,0,0,0,0,0,0
"Otu00850",0,0,0,0,0,0,0,54,0,0
"Otu00851",0,0,0,0,0,0,2,0,0,2
"Otu00852",0,0,1,0,0,0,0,2,0,0
"Otu00853",0,0,0,0,0,0,0,0,0,0
"Otu00856",20,4,0,0,0,142,0,0,0,2
"Otu00858",26,12,8,0,12,0,0,1,0,2
"Otu00860",0,0,0,4,0,0,0,0,62,0
"Otu00861",0,0,0,0,3,0,0,0,0,0
"Otu00862",0,0,0,0,2,0,2,1,0,0
"Otu00863",0,0,0,0,0,0,0,0,0,0
"Otu00864",0,0,0,0,8,0,0,0,0,0
"Otu00865",0,0,0,0,0,2,0,21,0,0
"Otu00866",0,0,3,0,2,0,0,0,0,0
"Otu00867",4,89,0,0,0,0,0,0,0,0
"Otu00868",10,2,0,0,0,0,0,3,0,0
"Otu00869",0,1,0,4,0,0,0,0,0,0
"Otu00870",0,0,0,0,0,0,0,0,0,0
"Otu00872",24,52,0,0,3,0,3,1,0,11
"Otu00873",8,3,4,0,0,0,0,1,0,0
"Otu00874",0,0,0,5,0,0,0,0,0,0
"Otu00875",0,0,0,0,12,0,0,6,0,0
"Otu00876",0,1,0,0,5,0,0,16,0,0
"Otu00877",0,0,0,0,0,0,0,28,0,0
"Otu00878",0,0,0,0,8,0,0,20,0,0
"Otu00879",0,0,105,0,0,25,0,0,0,0
"Otu00880",0,0,1,0,0,0,0,0,0,0
"Otu00881",0,0,0,0,0,0,0,0,3,0
"Otu00882",0,0,0,0,0,0,0,0,0,0
"Otu00883",0,0,0,0,0,0,6,0,0,0
"Otu00884",0,0,0,0,6,0,0,0,0,0
"Otu00885",0,0,0,3,0,0,14,0,0,0
"Otu00886",0,0,169,0,0,0,20,0,0,0
"Otu00888",0,0,0,0,0,0,0,0,0,0
"Otu00889",0,12,0,0,0,0,0,9,0,0
"Otu00890",0,0,0,0,0,0,0,0,0,0
"Otu00891",0,0,0,0,0,0,0,0,0,0
"Otu00892",0,0,0,0,0,0,0,93,0,0
"Otu00893",0,0,0,0,0,0,12,0,0,0
"Otu00894",0,0,26,69,0,0,0,0,0,0
"Otu00896",1,0,0,0,0,0,0,116,0,0
"Otu00897",0,0,0,0,0,0,0,0,0,0
"Otu00899",0,0,0,0,0,0,0,0,32,0
"Otu00900",0,0,0,12,0,0,0,127,0,0
"Otu00901",0,0,0,0,0,0,70,0,0,0
"Otu00903",0,0,0,1,0,0,0,0,13,0
"Otu00904",50,0,0,0,25,0,0,0,0,0
"Otu00905",0,0,0,0,5,0,3,3,0,0
"Otu00906",0,0,0,0,1,0,3,0,0,0
"Otu00907",0,0,0,0,0,0,0,171,0,0
"Otu00908",6,1,0,0,0,0,0,13,0,0
"Otu00909",0,0,0,0,0,0,2,0,0,0
"Otu00910",0,0,0,0,0,0,140,0,0,0
"Otu00911",0,0,0,12,0,0,0,41,0,0
"Otu00912",37,0,0,0,0,0,0,8,34,0
"Otu00913",0,0,0,3,0,0,3,36,0,0
"Otu00914",7,5,0,0,4,0,5,0,0,6
"Otu00915",0,0,0,0,0,0,0,0,0,0
"Otu00916",0,0,0,0,0,75,0,0,0,0
"Otu00917",1,0,0,0,0,0,0,3,1,0
"Otu00918",0,0,4,0,0,9,0,5,6,0
"Otu00919",5,0,0,0,0,0,0,2,0,0
"Otu00921",0,1,0,0,0,0,0,65,0,0
"Otu00922",0,0,0,0,0,0,0,0,0,0
"Otu00924",0,0,0,0,0,0,0,0,0,0
"Otu00925",0,0,0,0,0,0,0,0,0,0
"Otu00926",0,0,0,0,0,0,1,0,0,0
"Otu00927",0,0,0,0,0,0,0,0,0,0
"Otu00928",0,0,0,0,0,0,0,0,0,0
"Otu00929",0,0,0,0,0,0,0,0,30,0
"Otu00931",0,0,0,0,0,0,0,0,68,0
"Otu00932",0,0,0,0,0,0,0,7,0,0
"Otu00933",0,0,0,7,0,0,29,0,0,0
"Otu00934",75,0,0,0,1,0,0,0,0,0
"Otu00935",0,0,0,12,0,0,95,0,0,0
"Otu00936",0,0,0,103,0,0,0,0,0,0
"Otu00937",0,0,0,0,0,0,0,14,0,0
"Otu00938",0,0,0,0,0,0,0,0,0,0
"Otu00939",0,0,0,0,0,0,0,0,0,0
"Otu00941",0,0,0,0,23,0,0,0,0,5
"Otu00942",0,0,0,0,0,0,0,0,0,0
"Otu00943",0,0,0,0,0,0,0,0,0,0
"Otu00944",0,0,0,0,0,0,0,0,71,0
"Otu00945",0,0,0,3,0,0,1,5,0,0
"Otu00946",4,1,7,0,2,57,0,0,0,25
"Otu00948",0,0,0,0,0,0,0,24,0,0
"Otu00949",0,1,0,0,0,0,0,20,0,0
"Otu00950",0,0,1,0,13,0,0,3,0,0
"Otu00951",0,0,0,0,2,0,0,0,0,0
"Otu00952",0,0,0,0,0,0,0,0,0,0
"Otu00953",0,0,0,0,0,0,0,2,0,0
"Otu00954",0,2,0,1,3,0,7,3,0,0
"Otu00955",0,0,1,0,1,0,0,5,0,0
"Otu00956",0,0,1,0,0,0,0,7,0,0
"Otu00957",4,58,0,0,5,0,0,0,0,0
"Otu00958",0,0,0,0,2,0,3,4,0,0
"Otu00959",0,0,6,2,0,64,0,0,0,0
"Otu00960",0,0,0,0,17,0,0,36,0,0
"Otu00961",0,0,1,7,0,0,13,17,0,0
"Otu00962",5,12,53,0,0,7,1,0,0,0
"Otu00963",0,0,26,0,0,34,0,0,0,0
"Otu00964",0,0,0,0,0,0,0,0,0,0
"Otu00965",0,0,0,0,0,0,2,0,68,0
"Otu00966",0,0,11,4,0,0,0,3,0,0
"Otu00967",0,0,0,0,0,0,0,16,0,0
"Otu00968",0,0,0,101,0,0,0,0,0,0
"Otu00969",7,1,0,0,0,0,0,0,0,5
"Otu00972",0,0,0,0,0,0,57,6,0,0
"Otu00973",0,0,0,0,0,0,0,0,0,0
"Otu00975",0,0,74,0,0,0,0,44,0,0
"Otu00976",0,0,0,0,0,0,0,0,0,0
"Otu00978",0,0,19,0,0,0,0,128,0,0
"Otu00979",0,0,0,0,0,0,0,0,0,0
"Otu00981",0,0,0,0,0,0,0,0,0,0
"Otu00982",0,0,0,0,0,0,0,0,0,0
"Otu00983",0,0,0,0,0,0,0,0,0,0
"Otu00985",174,2,0,0,3,0,0,0,1,2
"Otu00986",0,0,0,0,0,0,0,35,0,0
"Otu00987",0,0,0,0,0,0,0,0,0,0
"Otu00988",0,0,0,0,0,0,19,0,0,0
"Otu00989",0,0,0,0,0,0,0,1,0,0
"Otu00990",0,0,0,98,7,0,0,0,0,0
"Otu00991",0,0,0,0,0,0,62,0,0,0
"Otu00992",0,0,0,0,0,0,0,2,0,0
"Otu00993",0,0,0,0,0,0,16,0,0,0
"Otu00994",0,0,22,45,0,0,0,61,0,0
"Otu00995",0,0,0,0,0,0,0,7,0,0
"Otu00996",3,21,10,15,0,0,0,14,27,2
"Otu00997",0,0,0,0,0,0,0,0,0,0
"Otu00998",0,0,0,0,0,0,0,0,0,0
"Otu00999",0,0,0,0,0,0,0,0,0,0
"Otu01000",3,2,17,2,0,2,0,5,0,1
"Otu01001",0,0,0,0,0,0,1,0,0,0
"Otu01002",7,0,0,0,0,0,0,0,0,0
"Otu01003",0,0,0,4,0,0,0,38,0,0
"Otu01004",0,0,0,0,0,70,0,0,0,0
"Otu01005",0,0,0,0,0,0,0,0,0,0
"Otu01006",0,0,0,0,0,0,17,0,0,0
"Otu01007",0,0,0,0,0,0,0,0,27,0
"Otu01008",0,0,1,0,0,0,0,0,0,0
"Otu01009",0,0,0,9,0,0,0,0,0,0
"Otu01011",26,44,0,0,0,0,1,0,0,0
"Otu01013",1,1,0,0,0,0,0,1,0,1
"Otu01014",0,0,4,0,6,0,0,11,0,0
"Otu01015",0,0,0,0,0,0,0,1,0,0
"Otu01017",0,0,59,58,0,0,0,0,0,0
"Otu01018",19,4,0,0,8,3,0,0,0,0
"Otu01019",0,0,0,0,1,0,1,5,0,0
"Otu01020",0,0,0,1,0,0,0,1,0,0
"Otu01021",0,0,0,0,2,0,0,7,0,0
"Otu01022",0,0,0,0,0,0,0,0,0,0
"Otu01024",0,0,0,0,0,0,0,0,0,0
"Otu01025",0,0,0,0,0,1,5,0,0,84
"Otu01026",0,0,0,0,3,0,35,0,0,7
"Otu01027",0,0,0,0,2,0,0,0,5,0
"Otu01028",0,0,0,0,0,0,0,9,0,0
"Otu01029",0,4,3,0,0,0,0,0,0,0
"Otu01030",0,0,0,0,0,0,0,104,0,0
"Otu01031",0,0,0,0,0,0,3,10,0,0
"Otu01032",0,0,0,0,0,0,0,0,1,0
"Otu01034",0,0,15,0,1,17,10,7,0,0
"Otu01035",0,0,0,0,5,0,3,0,0,0
"Otu01038",36,0,0,0,0,1,7,0,0,0
"Otu01039",0,0,0,0,0,29,0,0,0,0
"Otu01040",0,0,0,0,0,0,0,130,0,0
"Otu01042",3,0,0,0,0,0,0,0,0,0
"Otu01043",0,0,0,31,0,0,3,0,0,0
"Otu01044",0,0,6,12,0,0,0,1,0,0
"Otu01045",0,0,0,0,20,0,3,9,0,1
"Otu01047",0,0,0,0,0,0,0,101,0,0
"Otu01048",0,0,0,0,0,0,0,0,0,0
"Otu01050",0,28,4,3,0,0,0,0,0,0
"Otu01051",0,73,0,0,0,0,0,0,0,6
"Otu01052",0,0,0,0,0,0,0,0,0,0
"Otu01053",0,0,0,0,0,0,0,0,0,0
"Otu01054",0,0,0,1,0,0,0,13,0,0
"Otu01055",0,0,0,0,0,0,0,2,0,0
"Otu01058",0,0,0,40,0,0,0,22,0,0
"Otu01059",0,0,0,0,0,0,0,22,0,0
"Otu01060",0,0,0,0,0,0,4,0,0,0
"Otu01061",0,1,0,0,1,0,0,0,0,0
"Otu01062",0,0,0,0,0,0,0,0,0,0
"Otu01063",0,0,0,0,0,0,0,2,0,0
"Otu01064",3,21,2,0,0,0,0,0,0,0
"Otu01065",0,0,0,5,0,0,0,2,0,0
"Otu01066",0,0,0,0,0,0,0,0,0,0
"Otu01067",72,0,0,0,0,0,0,24,0,11
"Otu01068",0,0,0,3,0,0,0,0,0,0
"Otu01069",0,0,0,1,0,0,1,0,0,0
"Otu01070",0,8,0,0,0,0,0,1,0,0
"Otu01071",0,0,0,0,0,0,0,4,0,0
"Otu01072",0,8,0,2,0,4,1,0,0,12
"Otu01073",0,0,0,0,0,0,0,0,0,0
"Otu01074",0,0,0,0,0,38,0,0,1,0
"Otu01075",0,0,1,0,0,0,1,7,0,0
"Otu01076",0,0,0,0,0,0,0,0,0,0
"Otu01077",0,0,0,0,0,0,0,0,0,0
"Otu01079",0,0,3,0,0,0,3,0,0,0
"Otu01080",0,0,0,0,0,0,0,0,0,0
"Otu01081",0,0,19,12,7,0,10,0,0,9
"Otu01082",0,0,0,0,1,0,0,0,4,0
"Otu01083",0,0,1,2,5,7,3,0,0,20
"Otu01084",0,2,0,0,0,0,14,0,0,64
"Otu01085",0,0,0,38,0,0,0,10,0,0
"Otu01086",0,0,0,2,0,0,0,0,0,0
"Otu01087",0,0,4,0,4,7,0,0,0,0
"Otu01089",0,7,0,0,0,0,2,0,0,30
"Otu01090",0,0,0,0,0,5,0,0,0,0
"Otu01093",0,0,1,0,13,0,0,1,0,0
"Otu01094",0,0,0,1,0,0,0,0,0,0
"Otu01095",0,0,13,6,19,0,13,0,0,0
"Otu01096",0,0,0,0,0,0,0,0,0,0
"Otu01097",0,0,0,0,0,0,0,4,0,0
"Otu01098",0,0,65,36,0,0,0,0,0,0
"Otu01099",0,0,0,0,0,0,0,8,0,0
"Otu01100",0,0,0,0,0,0,0,25,0,0
"Otu01101",0,0,0,5,0,0,0,4,0,0
"Otu01102",0,0,0,0,0,0,0,0,0,0
"Otu01103",0,5,10,0,0,5,7,0,0,8
"Otu01104",13,1,0,0,6,2,0,7,0,34
"Otu01105",0,0,0,0,0,0,0,0,0,0
"Otu01106",0,0,0,0,0,0,0,0,0,0
"Otu01107",0,0,0,0,0,0,0,0,0,0
"Otu01108",0,0,0,0,0,0,0,0,0,0
"Otu01109",0,0,0,0,0,0,0,2,0,0
"Otu01110",0,0,0,2,6,0,15,0,0,0
"Otu01111",0,45,0,0,0,0,0,0,0,0
"Otu01113",0,2,0,0,0,56,0,0,0,0
"Otu01114",30,0,2,1,0,0,11,0,0,17
"Otu01115",23,4,0,0,3,0,0,0,0,2
"Otu01116",0,0,0,7,0,0,0,16,0,0
"Otu01117",0,0,0,4,0,0,0,36,0,0
"Otu01118",0,0,0,0,0,0,0,0,0,0
"Otu01119",0,0,0,0,0,0,0,0,0,0
"Otu01120",0,0,0,0,0,0,0,0,0,0
"Otu01122",0,0,6,4,0,0,0,0,0,0
"Otu01123",0,0,0,21,0,0,0,0,0,0
"Otu01124",0,0,0,27,0,0,0,9,0,0
