"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu17775","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu17778","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured"
"Otu17779","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacteraceae_unclassified"
"Otu17784","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu17788","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu17790","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9_fa","RBG-13-54-9_ge"
"Otu17791","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9_fa","RBG-13-54-9_ge"
"Otu17792","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9_fa","RBG-13-54-9_ge"
"Otu17794","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu17795","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17798","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17799","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_fa","Omnitrophales_ge"
"Otu17802","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
"Otu17808","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu17811","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu17812","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu17813","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17816","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17818","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17820","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17821","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_fa","Omnitrophales_ge"
"Otu17822","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu17823","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587"
"Otu17825","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17826","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17827","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17828","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu17832","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17833","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_fa","Omnitrophales_ge"
"Otu17838","Bacteria","FCPU426","FCPU426_cl","FCPU426_or","FCPU426_fa","FCPU426_ge"
"Otu17839","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17841","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17842","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu17843","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17844","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","koll11","koll11_ge"
"Otu17847","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria_unclassified","Gracilibacteria_unclassified","Gracilibacteria_unclassified"
"Otu17848","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu17850","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17853","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17854","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17855","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17856","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu17858","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Diplorickettsiaceae_unclassified"
"Otu17859","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17860","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified"
"Otu17861","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu17862","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu17863","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu17864","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcales_unclassified","Micrococcales_unclassified"
"Otu17866","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17870","Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage_fa","Pla1_lineage_ge"
"Otu17872","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","JGI_0000069-P22_ge"
"Otu17877","Bacteria","Acidobacteriota","Acidobacteriae","AKIW659","AKIW659_fa","AKIW659_ge"
"Otu17881","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu17886","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17887","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17889","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_ge"
"Otu17890","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae_ge"
"Otu17891","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"Otu17892","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae_unclassified"
"Otu17893","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella"
"Otu17894","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_ge"
"Otu17895","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_ge"
"Otu17896","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","koll11","koll11_ge"
"Otu17898","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"Otu17899","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella"
"Otu17900","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"Otu17902","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17903","Bacteria","Actinobacteriota","Thermoleophilia","Thermoleophilia_unclassified","Thermoleophilia_unclassified","Thermoleophilia_unclassified"
"Otu17905","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17906","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17907","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17909","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17910","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17912","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17914","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17917","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17919","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17923","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587"
"Otu17924","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17925","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17926","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17927","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17928","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17929","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu17930","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17934","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17935","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17936","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17938","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu17942","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17943","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu17947","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu17948","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu17949","Bacteria","Acidobacteriota","Subgroup_5","Subgroup_5_or","Subgroup_5_fa","Subgroup_5_ge"
"Otu17950","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17953","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17954","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17955","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17956","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu17958","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu17959","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu17960","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calditrichaceae_unclassified"
"Otu17961","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu17965","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu17966","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu17969","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu17970","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu17971","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu17973","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu17974","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu17975","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_unclassified","Omnitrophales_unclassified"
"Otu17978","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu17979","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu17980","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu17982","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"Otu17983","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu17985","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","IMCC26134"
"Otu17987","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu17989","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"Otu17990","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"Otu17991","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu17992","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus"
"Otu17993","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu17994","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutaceae_unclassified"
"Otu17995","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu18000","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus_Nitrosotalea"
"Otu18001","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Vogelbacteria","Candidatus_Vogelbacteria_fa","Candidatus_Vogelbacteria_ge"
"Otu18004","Bacteria","Myxococcota","Polyangia","Polyangiales","Eel-36e1D6","Eel-36e1D6_ge"
"Otu18006","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu18009","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangiaceae_unclassified"
"Otu18010","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu18011","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu18012","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiales_unclassified","Polyangiales_unclassified"
"Otu18015","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu18018","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu18020","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge"
"Otu18023","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15","GW2011_GWC1_47_15_ge"
"Otu18025","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu18026","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu18027","Bacteria","Proteobacteria","Gammaproteobacteria","sediment-surface35","sediment-surface35_fa","sediment-surface35_ge"
"Otu18032","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu18034","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu18036","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria_unclassified","Gracilibacteria_unclassified","Gracilibacteria_unclassified"
"Otu18037","Bacteria","Acetothermia","Acetothermiia","Acetothermiia_or","Acetothermiia_fa","Acetothermiia_ge"
"Otu18040","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu18041","Bacteria","FCPU426","FCPU426_cl","FCPU426_or","FCPU426_fa","FCPU426_ge"
"Otu18043","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_unclassified","Omnitrophales_unclassified"
"Otu18045","Bacteria","Myxococcota","Polyangia","Polyangiales","Eel-36e1D6","Eel-36e1D6_ge"
"Otu18046","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu18047","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"Otu18048","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge"
"Otu18049","Bacteria","FCPU426","FCPU426_cl","FCPU426_or","FCPU426_fa","FCPU426_ge"
"Otu18050","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge"
"Otu18051","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu18052","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu18054","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15","GW2011_GWC1_47_15_ge"
"Otu18058","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu18062","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu18063","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu18065","Bacteria","Myxococcota","bacteriap25","bacteriap25_or","bacteriap25_fa","bacteriap25_ge"
"Otu18067","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu18070","Bacteria","Myxococcota","bacteriap25","bacteriap25_or","bacteriap25_fa","bacteriap25_ge"
"Otu18071","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5_ge"
"Otu18073","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu18074","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_fa","Woesearchaeales_ge"
"Otu18076","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae_ge"
"Otu18077","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu18081","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5_ge"
"Otu18082","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales_unclassified","Woesearchaeales_unclassified"
"Otu18083","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu18084","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu18085","Bacteria","Myxococcota","bacteriap25","bacteriap25_or","bacteriap25_fa","bacteriap25_ge"
"Otu18086","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu18088","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Otu18089","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerae_unclassified","Phycisphaerae_unclassified","Phycisphaerae_unclassified"
"Otu18090","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18093","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18095","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerae_unclassified","Phycisphaerae_unclassified","Phycisphaerae_unclassified"
"Otu18096","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"Otu18098","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"Otu18099","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18103","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18104","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18107","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales_fa","Kapabacteriales_ge"
"Otu18110","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu18113","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu18114","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu18115","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu18117","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans"
"Otu18118","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18119","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18120","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18121","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"Otu18122","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3_termite_group","CPla-3_termite_group_ge"
"Otu18124","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18125","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18129","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Syntrophales_unclassified","Syntrophales_unclassified"
"Otu18130","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18131","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18132","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18133","Bacteria","WOR-1","WOR-1_cl","WOR-1_or","WOR-1_fa","WOR-1_ge"
"Otu18136","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18137","Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27_fa","mle1-27_ge"
"Otu18139","Bacteria","Nitrospinota","P9X2b3D02","P9X2b3D02_or","P9X2b3D02_fa","P9X2b3D02_ge"
"Otu18140","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae_ge"
"Otu18141","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18142","Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27_fa","mle1-27_ge"
"Otu18143","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18144","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18145","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18147","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales_fa","Kapabacteriales_ge"
"Otu18148","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18149","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119_fa","C0119_ge"
"Otu18150","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119_fa","C0119_ge"
"Otu18151","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales_fa","Kapabacteriales_ge"
"Otu18155","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18156","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
